transaction_id,event_ts,amount,merchant_category,channel,country_risk,prior_chargebacks,velocity_24h,account_age_days,is_weekend,is_fraud,chargeback_loss
996,2025-03-24T22:00:00,197.25,Electronics,Card Present,1,0,3,635,0,0,0.0
997,2025-03-25T00:00:00,157.86,Cash Advance,Card Present,2,0,1,255,0,0,0.0
998,2025-03-25T02:00:00,409.26,Electronics,Online,2,0,3,201,0,0,0.0
999,2025-03-25T04:00:00,268.0,Dining,Online,2,0,1,545,0,0,0.0
1000,2025-03-25T06:00:00,98.53,Subscription,Mobile,3,0,2,450,0,0,0.0
1001,2025-03-25T08:00:00,209.51,Subscription,Online,1,0,3,584,0,0,0.0
1002,2025-03-25T10:00:00,342.65,Cash Advance,ATM,3,0,3,381,0,0,0.0
1003,2025-03-25T12:00:00,70.02,Retail,Card Present,2,0,2,517,0,0,0.0
1004,2025-03-25T14:00:00,87.55,Dining,Mobile,1,2,2,5,0,0,0.0
1005,2025-03-25T16:00:00,51.66,Travel,Online,2,0,1,507,0,0,0.0
1006,2025-03-25T18:00:00,114.55,Subscription,Mobile,1,0,1,573,0,0,0.0
1007,2025-03-25T20:00:00,254.45,Subscription,Mobile,1,0,1,345,0,0,0.0
1008,2025-03-25T22:00:00,106.91,Cash Advance,Mobile,1,0,2,584,0,0,0.0
1009,2025-03-26T00:00:00,72.31,Retail,Card Present,1,1,2,301,0,0,0.0
1010,2025-03-26T02:00:00,173.35,Electronics,ATM,1,1,1,557,0,0,0.0
1011,2025-03-26T04:00:00,88.29,Subscription,Mobile,2,0,2,67,0,0,0.0
1012,2025-03-26T06:00:00,284.62,Electronics,Card Present,1,0,4,265,0,0,0.0
1013,2025-03-26T08:00:00,136.69,Electronics,Online,2,0,3,69,0,0,0.0
1014,2025-03-26T10:00:00,250.29,Travel,Card Present,1,0,2,180,0,0,0.0
1015,2025-03-26T12:00:00,205.01,Cash Advance,Mobile,1,1,5,245,0,0,0.0
1016,2025-03-26T14:00:00,202.51,Travel,Card Present,2,0,1,263,0,0,0.0
1017,2025-03-26T16:00:00,71.93,Retail,ATM,3,3,4,204,0,0,0.0
1018,2025-03-26T18:00:00,420.62,Retail,Online,1,1,3,301,0,0,0.0
1019,2025-03-26T20:00:00,333.93,Dining,Online,1,0,1,444,0,0,0.0
1020,2025-03-26T22:00:00,98.69,Dining,Mobile,2,0,1,179,0,0,0.0
1021,2025-03-27T00:00:00,270.23,Subscription,Mobile,1,0,1,423,0,0,0.0
1022,2025-03-27T02:00:00,91.58,Subscription,Mobile,2,0,4,307,0,0,0.0
1023,2025-03-27T04:00:00,201.36,Retail,Online,1,1,4,569,0,0,0.0
1024,2025-03-27T06:00:00,77.47,Subscription,Online,1,0,2,246,0,0,0.0
1025,2025-03-27T08:00:00,190.66,Travel,Online,1,0,1,155,0,0,0.0
1026,2025-03-27T10:00:00,379.31,Electronics,Mobile,2,1,1,417,0,0,0.0
1027,2025-03-27T12:00:00,79.66,Cash Advance,Online,1,1,4,702,0,0,0.0
1028,2025-03-27T14:00:00,136.97,Dining,ATM,2,0,2,670,0,0,0.0
1029,2025-03-27T16:00:00,158.11,Subscription,Mobile,2,1,4,397,0,0,0.0
1030,2025-03-27T18:00:00,59.76,Retail,Mobile,2,1,6,340,0,0,0.0
1031,2025-03-27T20:00:00,177.09,Subscription,Online,1,0,4,309,0,0,0.0
1032,2025-03-27T22:00:00,164.96,Electronics,Card Present,2,0,2,157,0,0,0.0
1033,2025-03-28T00:00:00,384.35,Cash Advance,ATM,2,0,3,74,0,0,0.0
1034,2025-03-28T02:00:00,64.01,Electronics,Mobile,1,0,2,316,0,0,0.0
1035,2025-03-28T04:00:00,39.2,Dining,Mobile,1,0,5,343,0,0,0.0
1036,2025-03-28T06:00:00,236.51,Retail,ATM,3,0,2,451,0,0,0.0
1037,2025-03-28T08:00:00,92.65,Electronics,Online,2,1,3,211,0,0,0.0
1038,2025-03-28T10:00:00,505.38,Electronics,ATM,3,0,3,539,0,0,0.0
1039,2025-03-28T12:00:00,23.42,Dining,ATM,1,0,5,15,0,0,0.0
1040,2025-03-28T14:00:00,180.82,Retail,Card Present,3,0,1,395,0,0,0.0
1041,2025-03-28T16:00:00,370.0,Travel,ATM,1,0,3,353,0,0,0.0
1042,2025-03-28T18:00:00,94.42,Dining,Card Present,3,0,2,362,0,0,0.0
1043,2025-03-28T20:00:00,101.1,Subscription,ATM,3,0,3,352,0,0,0.0
1044,2025-03-28T22:00:00,156.14,Retail,Online,1,0,4,226,0,0,0.0
1045,2025-03-29T00:00:00,64.02,Electronics,Online,1,1,2,532,1,0,0.0
1046,2025-03-29T02:00:00,298.54,Travel,Card Present,2,0,1,681,1,0,0.0
1047,2025-03-29T04:00:00,149.24,Electronics,Mobile,3,0,3,350,1,0,0.0
1048,2025-03-29T06:00:00,46.69,Dining,Mobile,1,0,2,262,1,0,0.0
1049,2025-03-29T08:00:00,63.39,Retail,Online,2,0,2,643,1,0,0.0
1050,2025-03-29T10:00:00,330.48,Electronics,ATM,1,0,4,552,1,0,0.0
1051,2025-03-29T12:00:00,163.46,Travel,ATM,1,1,1,541,1,0,0.0
1052,2025-03-29T14:00:00,155.17,Dining,Mobile,3,1,2,262,1,0,0.0
1053,2025-03-29T16:00:00,39.6,Dining,Online,3,0,2,551,1,0,0.0
1054,2025-03-29T18:00:00,179.32,Cash Advance,ATM,1,0,4,611,1,0,0.0
1055,2025-03-29T20:00:00,70.44,Cash Advance,Mobile,3,0,2,392,1,0,0.0
1056,2025-03-29T22:00:00,314.41,Dining,Card Present,1,0,2,425,1,0,0.0
1057,2025-03-30T00:00:00,360.73,Retail,Mobile,2,1,2,663,1,0,0.0
1058,2025-03-30T02:00:00,191.2,Travel,Card Present,1,0,3,590,1,0,0.0
1059,2025-03-30T04:00:00,184.23,Subscription,ATM,2,0,4,476,1,0,0.0
1060,2025-03-30T06:00:00,56.6,Cash Advance,Card Present,3,0,1,242,1,0,0.0
1061,2025-03-30T08:00:00,420.1,Electronics,Mobile,2,0,5,502,1,0,0.0
1062,2025-03-30T10:00:00,124.46,Cash Advance,ATM,2,1,3,560,1,0,0.0
1063,2025-03-30T12:00:00,168.92,Subscription,Mobile,1,0,1,166,1,0,0.0
1064,2025-03-30T14:00:00,78.3,Cash Advance,ATM,1,1,1,333,1,0,0.0
1065,2025-03-30T16:00:00,142.7,Cash Advance,Card Present,2,1,1,14,1,0,0.0
1066,2025-03-30T18:00:00,198.33,Dining,Card Present,2,1,3,559,1,0,0.0
1067,2025-03-30T20:00:00,141.19,Subscription,Mobile,1,0,3,53,1,0,0.0
1068,2025-03-30T22:00:00,81.48,Travel,Card Present,2,0,5,43,1,0,0.0
1069,2025-03-31T00:00:00,68.2,Dining,Mobile,1,0,2,588,0,0,0.0
1070,2025-03-31T02:00:00,136.17,Dining,Mobile,3,0,2,624,0,0,0.0
1071,2025-03-31T04:00:00,161.23,Electronics,Mobile,2,0,2,540,0,0,0.0
1072,2025-03-31T06:00:00,303.72,Electronics,Card Present,1,0,4,571,0,0,0.0
1073,2025-03-31T08:00:00,105.99,Subscription,Card Present,1,0,4,483,0,0,0.0
1074,2025-03-31T10:00:00,44.41,Travel,Online,1,0,2,273,0,0,0.0
1075,2025-03-31T12:00:00,147.76,Dining,ATM,1,0,1,342,0,0,0.0
1076,2025-03-31T14:00:00,37.05,Electronics,Card Present,1,0,4,86,0,0,0.0
1077,2025-03-31T16:00:00,51.68,Dining,Mobile,1,0,5,505,0,0,0.0
1078,2025-03-31T18:00:00,110.19,Electronics,Mobile,3,0,2,165,0,0,0.0
1079,2025-03-31T20:00:00,159.08,Cash Advance,Mobile,1,0,3,730,0,0,0.0
1080,2025-03-31T22:00:00,115.75,Subscription,ATM,1,0,3,321,0,0,0.0
1081,2025-04-01T00:00:00,135.41,Travel,Mobile,1,0,1,562,0,0,0.0
1082,2025-04-01T02:00:00,161.56,Cash Advance,ATM,3,0,2,850,0,0,0.0
1083,2025-04-01T04:00:00,78.79,Travel,Mobile,2,0,2,271,0,0,0.0
1084,2025-04-01T06:00:00,402.77,Electronics,Card Present,1,1,3,585,0,0,0.0
1085,2025-04-01T08:00:00,63.61,Subscription,ATM,2,1,4,479,0,0,0.0
1086,2025-04-01T10:00:00,31.11,Dining,Mobile,1,0,3,489,0,0,0.0
1087,2025-04-01T12:00:00,238.47,Retail,Online,1,0,2,325,0,0,0.0
1088,2025-04-01T14:00:00,87.5,Travel,Card Present,1,1,4,707,0,0,0.0
1089,2025-04-01T16:00:00,375.47,Cash Advance,Online,1,0,4,1019,0,0,0.0
1090,2025-04-01T18:00:00,63.89,Cash Advance,ATM,1,2,3,236,0,0,0.0
1091,2025-04-01T20:00:00,103.42,Electronics,Mobile,1,1,4,521,0,0,0.0
1092,2025-04-01T22:00:00,134.63,Electronics,Mobile,1,0,1,61,0,0,0.0
1093,2025-04-02T00:00:00,339.61,Retail,Card Present,1,1,2,617,0,0,0.0
1094,2025-04-02T02:00:00,296.06,Dining,Mobile,1,0,1,350,0,0,0.0
1095,2025-04-02T04:00:00,185.05,Retail,Card Present,2,0,3,298,0,0,0.0
1096,2025-04-02T06:00:00,29.48,Travel,Mobile,1,0,1,690,0,0,0.0
1097,2025-04-02T08:00:00,146.37,Subscription,ATM,1,2,5,341,0,0,0.0
1098,2025-04-02T10:00:00,120.35,Travel,ATM,1,0,1,535,0,0,0.0
1099,2025-04-02T12:00:00,393.97,Travel,Online,1,0,2,539,0,0,0.0
1100,2025-04-02T14:00:00,59.15,Dining,ATM,1,0,4,691,0,0,0.0
1101,2025-04-02T16:00:00,102.91,Subscription,Online,3,0,6,436,0,0,0.0
1102,2025-04-02T18:00:00,303.48,Travel,Online,2,0,3,459,0,0,0.0
1103,2025-04-02T20:00:00,173.27,Electronics,Card Present,1,0,3,560,0,0,0.0
1104,2025-04-02T22:00:00,74.27,Electronics,ATM,1,0,3,438,0,0,0.0
1105,2025-04-03T00:00:00,544.75,Subscription,Online,2,0,5,88,0,0,0.0
1106,2025-04-03T02:00:00,60.05,Retail,Card Present,1,1,5,372,0,0,0.0
1107,2025-04-03T04:00:00,101.07,Subscription,Online,1,0,2,409,0,0,0.0
1108,2025-04-03T06:00:00,284.91,Retail,Online,2,1,2,371,0,0,0.0
1109,2025-04-03T08:00:00,114.6,Electronics,ATM,3,0,4,117,0,0,0.0
1110,2025-04-03T10:00:00,244.93,Cash Advance,Card Present,2,0,2,668,0,0,0.0
1111,2025-04-03T12:00:00,339.79,Cash Advance,Mobile,1,2,2,488,0,1,278.29
1112,2025-04-03T14:00:00,331.45,Cash Advance,Mobile,1,0,3,438,0,0,0.0
1113,2025-04-03T16:00:00,120.25,Electronics,Mobile,1,0,1,474,0,0,0.0
1114,2025-04-03T18:00:00,57.5,Electronics,Mobile,2,0,2,301,0,0,0.0
1115,2025-04-03T20:00:00,186.44,Electronics,ATM,1,0,1,286,0,0,0.0
1116,2025-04-03T22:00:00,251.99,Travel,Mobile,3,0,2,142,0,0,0.0
1117,2025-04-04T00:00:00,224.09,Dining,Card Present,1,0,4,187,0,0,0.0
1118,2025-04-04T02:00:00,196.25,Travel,Mobile,1,0,4,374,0,0,0.0
1119,2025-04-04T04:00:00,157.55,Retail,ATM,2,0,3,693,0,0,0.0
1120,2025-04-04T06:00:00,48.29,Subscription,Card Present,1,0,4,624,0,0,0.0
1121,2025-04-04T08:00:00,82.45,Retail,Mobile,1,1,4,770,0,0,0.0
1122,2025-04-04T10:00:00,224.4,Cash Advance,ATM,1,0,2,318,0,0,0.0
1123,2025-04-04T12:00:00,71.74,Cash Advance,Mobile,1,0,3,567,0,0,0.0
1124,2025-04-04T14:00:00,116.41,Dining,ATM,1,0,5,408,0,0,0.0
1125,2025-04-04T16:00:00,629.9,Subscription,ATM,1,0,2,398,0,0,0.0
1126,2025-04-04T18:00:00,171.04,Subscription,Mobile,2,0,2,449,0,0,0.0
1127,2025-04-04T20:00:00,32.94,Retail,Card Present,1,0,5,258,0,0,0.0
1128,2025-04-04T22:00:00,294.91,Electronics,Online,2,0,2,500,0,0,0.0
1129,2025-04-05T00:00:00,242.41,Travel,Online,1,0,2,412,1,0,0.0
1130,2025-04-05T02:00:00,340.09,Electronics,ATM,1,1,1,407,1,0,0.0
1131,2025-04-05T04:00:00,142.22,Retail,ATM,3,1,2,316,1,0,0.0
1132,2025-04-05T06:00:00,112.25,Dining,Mobile,1,0,5,334,1,0,0.0
1133,2025-04-05T08:00:00,160.88,Cash Advance,Card Present,2,1,1,471,1,0,0.0
1134,2025-04-05T10:00:00,260.59,Electronics,ATM,2,0,4,354,1,0,0.0
1135,2025-04-05T12:00:00,28.21,Travel,ATM,2,0,2,244,1,0,0.0
1136,2025-04-05T14:00:00,67.03,Travel,Mobile,1,1,5,353,1,0,0.0
1137,2025-04-05T16:00:00,241.19,Cash Advance,ATM,3,0,5,481,1,0,0.0
1138,2025-04-05T18:00:00,314.61,Travel,Mobile,1,0,1,323,1,0,0.0
1139,2025-04-05T20:00:00,234.51,Subscription,ATM,3,0,1,780,1,0,0.0
1140,2025-04-05T22:00:00,133.13,Cash Advance,Online,3,3,1,547,1,1,131.35
1141,2025-04-06T00:00:00,192.71,Subscription,Online,2,2,3,704,1,0,0.0
1142,2025-04-06T02:00:00,267.52,Cash Advance,ATM,2,0,2,822,1,0,0.0
1143,2025-04-06T04:00:00,124.78,Electronics,Card Present,1,1,2,684,1,0,0.0
1144,2025-04-06T06:00:00,71.35,Dining,ATM,1,0,1,229,1,0,0.0
1145,2025-04-06T08:00:00,159.44,Electronics,Mobile,1,0,3,532,1,0,0.0
1146,2025-04-06T10:00:00,75.93,Dining,Card Present,2,1,5,376,1,0,0.0
1147,2025-04-06T12:00:00,190.37,Travel,Card Present,1,0,2,360,1,0,0.0
1148,2025-04-06T14:00:00,104.95,Retail,Card Present,1,0,2,94,1,0,0.0
1149,2025-04-06T16:00:00,52.16,Cash Advance,Mobile,2,1,4,729,1,0,0.0
1150,2025-04-06T18:00:00,152.0,Cash Advance,Mobile,1,1,4,757,1,0,0.0
1151,2025-04-06T20:00:00,161.55,Dining,Card Present,1,2,2,408,1,0,0.0
1152,2025-04-06T22:00:00,208.78,Dining,Card Present,2,0,1,451,1,0,0.0
1153,2025-04-07T00:00:00,89.36,Cash Advance,Card Present,1,2,2,567,0,0,0.0
1154,2025-04-07T02:00:00,143.2,Cash Advance,Online,3,0,5,288,0,0,0.0
1155,2025-04-07T04:00:00,344.48,Travel,ATM,1,0,1,632,0,0,0.0
1156,2025-04-07T06:00:00,299.3,Dining,Card Present,1,1,4,183,0,0,0.0
1157,2025-04-07T08:00:00,138.01,Electronics,Mobile,1,0,2,240,0,0,0.0
1158,2025-04-07T10:00:00,97.82,Travel,ATM,1,1,4,497,0,0,0.0
1159,2025-04-07T12:00:00,308.67,Electronics,Online,1,0,3,343,0,0,0.0
1160,2025-04-07T14:00:00,94.88,Subscription,Mobile,1,0,5,285,0,0,0.0
1161,2025-04-07T16:00:00,63.5,Subscription,Online,1,0,1,528,0,0,0.0
1162,2025-04-07T18:00:00,148.62,Retail,Card Present,1,1,4,489,0,0,0.0
1163,2025-04-07T20:00:00,56.91,Subscription,Mobile,1,0,2,525,0,0,0.0
1164,2025-04-07T22:00:00,169.67,Electronics,Mobile,2,2,3,124,0,0,0.0
1165,2025-04-08T00:00:00,162.18,Retail,Mobile,1,0,4,293,0,0,0.0
1166,2025-04-08T02:00:00,218.76,Subscription,Mobile,1,0,1,661,0,0,0.0
1167,2025-04-08T04:00:00,83.86,Electronics,Card Present,1,0,3,271,0,0,0.0
1168,2025-04-08T06:00:00,240.3,Electronics,Mobile,2,0,2,532,0,0,0.0
1169,2025-04-08T08:00:00,294.65,Cash Advance,Mobile,2,0,2,286,0,0,0.0
1170,2025-04-08T10:00:00,367.11,Subscription,Online,2,1,5,344,0,0,0.0
1171,2025-04-08T12:00:00,317.51,Subscription,Mobile,1,2,3,578,0,0,0.0
1172,2025-04-08T14:00:00,204.18,Subscription,Online,1,1,2,473,0,0,0.0
1173,2025-04-08T16:00:00,209.47,Cash Advance,ATM,2,0,4,314,0,0,0.0
1174,2025-04-08T18:00:00,86.14,Retail,Card Present,1,1,5,489,0,0,0.0
1175,2025-04-08T20:00:00,258.93,Cash Advance,ATM,2,0,1,101,0,0,0.0
1176,2025-04-08T22:00:00,313.48,Cash Advance,Mobile,2,1,6,120,0,0,0.0
1177,2025-04-09T00:00:00,93.82,Subscription,ATM,1,0,5,347,0,0,0.0
1178,2025-04-09T02:00:00,159.27,Retail,Online,1,0,1,332,0,0,0.0
1179,2025-04-09T04:00:00,54.47,Electronics,ATM,1,0,2,498,0,0,0.0
1180,2025-04-09T06:00:00,83.27,Travel,Mobile,1,0,3,301,0,0,0.0
1181,2025-04-09T08:00:00,181.75,Travel,Card Present,3,0,1,117,0,0,0.0
1182,2025-04-09T10:00:00,367.87,Electronics,Mobile,2,0,2,618,0,0,0.0
1183,2025-04-09T12:00:00,204.83,Dining,Card Present,2,0,3,240,0,0,0.0
1184,2025-04-09T14:00:00,75.25,Travel,Online,1,0,2,511,0,0,0.0
1185,2025-04-09T16:00:00,135.95,Dining,Card Present,1,0,2,219,0,0,0.0
1186,2025-04-09T18:00:00,69.16,Subscription,Card Present,2,0,3,369,0,0,0.0
1187,2025-04-09T20:00:00,99.76,Electronics,Mobile,2,0,1,403,0,0,0.0
1188,2025-04-09T22:00:00,409.79,Retail,Card Present,3,2,2,52,0,1,393.15
1189,2025-04-10T00:00:00,126.29,Travel,Card Present,1,0,4,628,0,0,0.0
1190,2025-04-10T02:00:00,212.16,Subscription,Card Present,2,0,3,32,0,0,0.0
1191,2025-04-10T04:00:00,148.03,Retail,Mobile,2,0,2,5,0,0,0.0
1192,2025-04-10T06:00:00,142.69,Dining,Card Present,1,0,3,700,0,0,0.0
1193,2025-04-10T08:00:00,142.19,Retail,Card Present,1,0,4,283,0,0,0.0
1194,2025-04-10T10:00:00,114.6,Dining,Online,1,0,4,671,0,0,0.0
1195,2025-04-10T12:00:00,147.03,Dining,Card Present,1,0,1,587,0,0,0.0
1196,2025-04-10T14:00:00,46.82,Electronics,Online,2,0,4,403,0,0,0.0
1197,2025-04-10T16:00:00,142.08,Electronics,Mobile,1,0,4,634,0,0,0.0
1198,2025-04-10T18:00:00,231.89,Travel,Mobile,1,0,1,198,0,0,0.0
1199,2025-04-10T20:00:00,28.93,Electronics,Mobile,1,0,2,523,0,0,0.0
1200,2025-04-10T22:00:00,156.29,Dining,Mobile,3,1,4,499,0,0,0.0
1201,2025-04-11T00:00:00,161.55,Electronics,Mobile,1,1,1,478,0,0,0.0
1202,2025-04-11T02:00:00,446.51,Retail,ATM,1,0,3,588,0,0,0.0
1203,2025-04-11T04:00:00,126.36,Subscription,Mobile,1,0,4,159,0,0,0.0
1204,2025-04-11T06:00:00,70.51,Dining,ATM,2,0,2,267,0,0,0.0
1205,2025-04-11T08:00:00,69.69,Travel,Mobile,3,1,3,125,0,0,0.0
1206,2025-04-11T10:00:00,70.87,Subscription,Card Present,1,0,2,672,0,0,0.0
1207,2025-04-11T12:00:00,96.41,Dining,ATM,1,0,1,376,0,0,0.0
1208,2025-04-11T14:00:00,154.85,Retail,Online,1,0,4,533,0,0,0.0
1209,2025-04-11T16:00:00,157.47,Retail,Online,2,1,5,487,0,0,0.0
1210,2025-04-11T18:00:00,178.29,Cash Advance,ATM,1,0,2,304,0,0,0.0
1211,2025-04-11T20:00:00,100.91,Electronics,Mobile,1,1,5,235,0,0,0.0
1212,2025-04-11T22:00:00,126.01,Electronics,ATM,1,0,1,311,0,0,0.0
1213,2025-04-12T00:00:00,124.98,Retail,Online,1,0,3,365,1,0,0.0
1214,2025-04-12T02:00:00,81.3,Travel,Card Present,2,0,1,486,1,0,0.0
1215,2025-04-12T04:00:00,91.59,Cash Advance,Card Present,1,0,2,530,1,0,0.0
1216,2025-04-12T06:00:00,169.82,Dining,Online,2,1,1,269,1,0,0.0
1217,2025-04-12T08:00:00,244.55,Subscription,Online,1,1,1,362,1,0,0.0
1218,2025-04-12T10:00:00,70.95,Cash Advance,Mobile,3,0,1,435,1,0,0.0
1219,2025-04-12T12:00:00,119.26,Cash Advance,Mobile,2,0,3,119,1,0,0.0
1220,2025-04-12T14:00:00,122.29,Travel,Online,1,2,4,363,1,0,0.0
1221,2025-04-12T16:00:00,370.94,Travel,ATM,2,0,1,517,1,0,0.0
1222,2025-04-12T18:00:00,233.45,Retail,Card Present,2,1,1,304,1,0,0.0
1223,2025-04-12T20:00:00,59.24,Subscription,Card Present,1,0,3,383,1,0,0.0
1224,2025-04-12T22:00:00,93.79,Cash Advance,Mobile,2,0,2,589,1,0,0.0
1225,2025-04-13T00:00:00,271.21,Retail,ATM,3,1,2,386,1,0,0.0
1226,2025-04-13T02:00:00,205.9,Travel,Mobile,2,1,2,595,1,0,0.0
1227,2025-04-13T04:00:00,55.22,Cash Advance,ATM,1,1,4,230,1,0,0.0
1228,2025-04-13T06:00:00,102.18,Travel,Mobile,3,0,4,416,1,0,0.0
1229,2025-04-13T08:00:00,79.78,Subscription,ATM,1,0,3,193,1,0,0.0
1230,2025-04-13T10:00:00,136.39,Cash Advance,ATM,2,1,3,298,1,0,0.0
1231,2025-04-13T12:00:00,313.23,Electronics,Online,1,1,3,422,1,0,0.0
1232,2025-04-13T14:00:00,392.27,Electronics,Online,1,1,1,682,1,0,0.0
1233,2025-04-13T16:00:00,186.5,Retail,Online,1,0,2,422,1,0,0.0
1234,2025-04-13T18:00:00,171.09,Subscription,ATM,3,0,1,540,1,0,0.0
1235,2025-04-13T20:00:00,146.41,Dining,Card Present,1,0,4,740,1,0,0.0
1236,2025-04-13T22:00:00,240.39,Cash Advance,Mobile,3,0,4,557,1,0,0.0
1237,2025-04-14T00:00:00,97.14,Retail,Mobile,2,0,1,312,0,0,0.0
1238,2025-04-14T02:00:00,333.07,Subscription,Online,2,0,1,669,0,0,0.0
1239,2025-04-14T04:00:00,157.26,Cash Advance,ATM,1,1,4,385,0,0,0.0
1240,2025-04-14T06:00:00,132.47,Travel,Mobile,2,2,3,311,0,0,0.0
1241,2025-04-14T08:00:00,198.56,Cash Advance,Card Present,2,0,3,863,0,0,0.0
1242,2025-04-14T10:00:00,180.9,Retail,Card Present,1,1,3,439,0,0,0.0
1243,2025-04-14T12:00:00,92.21,Retail,ATM,1,1,1,365,0,0,0.0
1244,2025-04-14T14:00:00,175.52,Retail,Online,1,0,1,661,0,0,0.0
1245,2025-04-14T16:00:00,90.18,Travel,Mobile,1,0,4,389,0,0,0.0
1246,2025-04-14T18:00:00,176.7,Dining,Mobile,2,0,2,598,0,0,0.0
1247,2025-04-14T20:00:00,79.28,Cash Advance,Card Present,2,1,3,328,0,0,0.0
1248,2025-04-14T22:00:00,276.05,Electronics,ATM,1,0,3,452,0,0,0.0
1249,2025-04-15T00:00:00,69.27,Travel,Online,1,1,4,374,0,0,0.0
1250,2025-04-15T02:00:00,183.6,Dining,ATM,3,0,2,134,0,0,0.0
1251,2025-04-15T04:00:00,114.53,Dining,ATM,2,0,1,431,0,0,0.0
1252,2025-04-15T06:00:00,102.66,Travel,ATM,2,1,2,249,0,0,0.0
1253,2025-04-15T08:00:00,87.92,Travel,Card Present,1,0,4,5,0,0,0.0
1254,2025-04-15T10:00:00,76.54,Cash Advance,ATM,1,0,5,566,0,0,0.0
1255,2025-04-15T12:00:00,258.09,Cash Advance,ATM,1,0,2,881,0,0,0.0
1256,2025-04-15T14:00:00,115.29,Retail,ATM,2,0,7,321,0,0,0.0
1257,2025-04-15T16:00:00,204.62,Retail,Online,3,1,1,379,0,0,0.0
1258,2025-04-15T18:00:00,330.64,Dining,Card Present,2,0,3,145,0,0,0.0
1259,2025-04-15T20:00:00,268.88,Cash Advance,Card Present,2,0,1,247,0,0,0.0
1260,2025-04-15T22:00:00,32.8,Dining,Mobile,2,0,2,397,0,0,0.0
1261,2025-04-16T00:00:00,226.5,Dining,Mobile,1,0,3,220,0,0,0.0
1262,2025-04-16T02:00:00,302.85,Retail,Mobile,2,1,3,476,0,0,0.0
1263,2025-04-16T04:00:00,225.18,Subscription,Card Present,1,0,2,379,0,0,0.0
1264,2025-04-16T06:00:00,95.38,Travel,ATM,3,0,2,302,0,0,0.0
1265,2025-04-16T08:00:00,212.97,Cash Advance,Card Present,2,0,3,546,0,0,0.0
1266,2025-04-16T10:00:00,251.12,Travel,Mobile,1,0,2,473,0,0,0.0
1267,2025-04-16T12:00:00,51.51,Subscription,Mobile,2,0,4,404,0,0,0.0
1268,2025-04-16T14:00:00,241.63,Retail,Online,1,1,1,228,0,0,0.0
1269,2025-04-16T16:00:00,88.02,Dining,Mobile,1,0,3,259,0,0,0.0
1270,2025-04-16T18:00:00,304.15,Dining,Card Present,2,2,4,273,0,0,0.0
1271,2025-04-16T20:00:00,102.43,Dining,ATM,1,1,5,542,0,0,0.0
1272,2025-04-16T22:00:00,113.31,Dining,ATM,2,0,3,287,0,0,0.0
1273,2025-04-17T00:00:00,247.72,Travel,Card Present,1,0,3,473,0,0,0.0
1274,2025-04-17T02:00:00,339.52,Dining,Mobile,1,0,1,433,0,0,0.0
1275,2025-04-17T04:00:00,195.38,Electronics,Card Present,1,1,3,128,0,0,0.0
1276,2025-04-17T06:00:00,82.97,Cash Advance,Mobile,1,1,2,460,0,0,0.0
1277,2025-04-17T08:00:00,88.91,Subscription,Mobile,2,0,3,369,0,0,0.0
1278,2025-04-17T10:00:00,126.1,Dining,Online,1,1,3,523,0,0,0.0
1279,2025-04-17T12:00:00,59.89,Cash Advance,Card Present,1,0,3,278,0,0,0.0
1280,2025-04-17T14:00:00,395.19,Cash Advance,Card Present,1,1,6,637,0,0,0.0
1281,2025-04-17T16:00:00,225.91,Retail,Online,1,1,2,493,0,0,0.0
1282,2025-04-17T18:00:00,149.02,Cash Advance,Online,1,0,3,472,0,0,0.0
1283,2025-04-17T20:00:00,140.01,Subscription,Card Present,1,0,1,323,0,0,0.0
1284,2025-04-17T22:00:00,37.37,Cash Advance,Online,1,0,1,427,0,0,0.0
1285,2025-04-18T00:00:00,69.61,Dining,Card Present,1,0,2,675,0,0,0.0
1286,2025-04-18T02:00:00,351.88,Cash Advance,Card Present,1,0,4,672,0,0,0.0
1287,2025-04-18T04:00:00,60.08,Travel,Mobile,2,1,3,257,0,0,0.0
1288,2025-04-18T06:00:00,135.19,Dining,Online,2,1,3,441,0,0,0.0
1289,2025-04-18T08:00:00,47.05,Travel,Online,1,0,2,336,0,0,0.0
1290,2025-04-18T10:00:00,111.45,Subscription,Card Present,2,1,3,451,0,0,0.0
1291,2025-04-18T12:00:00,78.92,Electronics,Online,2,0,3,93,0,0,0.0
1292,2025-04-18T14:00:00,189.57,Retail,Card Present,3,0,2,425,0,0,0.0
1293,2025-04-18T16:00:00,126.1,Retail,Online,2,0,3,127,0,0,0.0
1294,2025-04-18T18:00:00,265.56,Dining,Mobile,2,0,2,301,0,0,0.0
1295,2025-04-18T20:00:00,306.85,Cash Advance,Mobile,1,0,3,167,0,0,0.0
1296,2025-04-18T22:00:00,69.67,Cash Advance,Card Present,1,2,1,241,0,0,0.0
1297,2025-04-19T00:00:00,263.15,Cash Advance,Online,1,1,3,868,1,0,0.0
1298,2025-04-19T02:00:00,309.27,Cash Advance,Mobile,3,1,4,12,1,1,249.88
1299,2025-04-19T04:00:00,100.53,Retail,Mobile,1,1,3,559,1,0,0.0
1300,2025-04-19T06:00:00,301.94,Subscription,ATM,1,0,3,532,1,0,0.0
1301,2025-04-19T08:00:00,141.2,Electronics,Card Present,1,0,1,392,1,0,0.0
1302,2025-04-19T10:00:00,77.49,Travel,Card Present,1,0,3,388,1,0,0.0
